category,color,date,month,price,region,revenue,sales_units,season,social_engagement,style,year
Tops,Orange,2023-05-15,5,184,Asia,113712,618,Spring,32258,Formal,2023
Outerwear,Purple,2023-05-14,5,142,Europe,52398,369,Spring,3325,Vintage,2023
Tops,Beige,2024-08-18,8,490,South America,519400,1060,Summer,3016,Vintage,2024
Pants,Blue,2024-01-31,1,108,Asia,70740,655,Winter,49525,Preppy,2024
Accessories,Yellow,2023-06-12,6,147,Asia,80409,547,Summer,38843,Grunge,2023
Jewelry,Red,2024-12-31,12,210,Europe,127680,608,Winter,44742,Formal,2024
Skirts,Blue,2023-11-27,11,455,South America,106925,235,Fall,41337,Grunge,2023
Accessories,Yellow,2024-03-02,3,263,Asia,160167,609,Spring,20148,Punk,2024
Skirts,Pink,2023-05-07,5,79,Australia,10507,133,Spring,48266,Athletic,2023
Jewelry,Navy,2024-05-18,5,81,Australia,51597,637,Spring,33612,Punk,2024
Pants,Navy,2023-09-06,9,73,South America,54020,740,Fall,17883,Grunge,2023
Tops,Navy,2023-10-13,10,173,North America,202410,1170,Fall,9944,Vintage,2023
Tops,Navy,2024-08-23,8,202,Australia,56358,279,Summer,34411,Grunge,2024
Skirts,Pink,2023-12-20,12,246,Asia,212298,863,Winter,17834,Vintage,2023
Shoes,Black,2024-12-01,12,335,Europe,53600,160,Winter,15818,Bohemian,2024
Outerwear,Black,2023-06-22,6,204,Australia,308040,1510,Summer,30446,Minimalist,2023
Accessories,White,2024-09-27,9,104,South America,98904,951,Fall,38045,Streetwear,2024
Bags,Gray,2024-03-04,3,249,North America,52041,209,Spring,48083,Athletic,2024
Bags,Yellow,2024-04-27,4,406,South America,372708,918,Spring,5143,Vintage,2024
Pants,Yellow,2023-06-28,6,216,Europe,178416,826,Summer,35498,Grunge,2023
Accessories,Yellow,2023-04-12,4,278,Europe,133440,480,Spring,33747,Punk,2023
Pants,Red,2023-03-29,3,213,Asia,48138,226,Spring,24285,Bohemian,2023
Tops,Pink,2023-10-11,10,299,Australia,290628,972,Fall,13593,Athletic,2023
Accessories,White,2024-03-01,3,357,Australia,94605,265,Spring,17180,Grunge,2024
Jewelry,Yellow,2024-07-27,7,133,South America,44156,332,Summer,7859,Formal,2024
Tops,Brown,2024-05-31,5,412,South America,232780,565,Spring,12173,Minimalist,2024
Skirts,Navy,2023-06-07,6,443,Europe,339338,766,Summer,23300,Vintage,2023
Outerwear,Purple,2024-11-27,11,55,North America,40535,737,Fall,21076,Formal,2024
Tops,Green,2023-09-27,9,241,Asia,116162,482,Fall,3892,Punk,2023
Accessories,Yellow,2024-08-28,8,151,North America,145715,965,Summer,12246,Grunge,2024
Bags,Red,2023-08-09,8,60,Europe,31440,524,Summer,47126,Athletic,2023
Pants,Green,2023-02-07,2,377,Asia,110461,293,Winter,16651,Athletic,2023
Bags,Black,2024-12-25,12,404,Asia,540552,1338,Winter,17392,Streetwear,2024
Pants,Beige,2024-09-28,9,165,Asia,127380,772,Fall,5534,Streetwear,2024
Skirts,Black,2024-08-23,8,234,North America,266760,1140,Summer,11864,Bohemian,2024
Shoes,Black,2024-08-21,8,23,South America,22057,959,Summer,8856,Casual,2024
Tops,Green,2024-09-23,9,68,North America,68952,1014,Fall,37872,Streetwear,2024
Bags,Beige,2023-09-03,9,369,Europe,55350,150,Fall,26115,Bohemian,2023
Shoes,Orange,2023-04-22,4,334,Europe,330994,991,Spring,26909,Streetwear,2023
Pants,Gray,2023-03-11,3,129,Europe,43344,336,Spring,29135,Minimalist,2023
Pants,Yellow,2024-04-23,4,313,Asia,115810,370,Spring,8103,Formal,2024
Accessories,Red,2024-08-19,8,469,Asia,276710,590,Summer,42301,Preppy,2024
Outerwear,Blue,2024-08-14,8,478,North America,114242,239,Summer,5603,Grunge,2024
Bags,Brown,2023-08-23,8,111,Asia,94572,852,Summer,43750,Streetwear,2023
Shoes,Purple,2023-09-08,9,255,Europe,89760,352,Fall,27139,Grunge,2023
Jewelry,Green,2024-06-09,6,405,Europe,235710,582,Summer,6565,Casual,2024
Accessories,Beige,2023-07-12,7,196,Asia,83104,424,Summer,14116,Vintage,2023
Skirts,Brown,2024-10-15,10,222,North America,123876,558,Fall,18553,Bohemian,2024
Bags,Beige,2024-07-31,7,337,South America,320150,950,Summer,36883,Formal,2024
Bags,Purple,2023-09-30,9,165,Europe,81840,496,Fall,23731,Streetwear,2023
Dresses,Yellow,2023-07-18,7,222,North America,185148,834,Summer,5158,Bohemian,2023
Tops,Pink,2024-02-28,2,69,Asia,61548,892,Winter,43345,Preppy,2024
Bags,Yellow,2023-01-27,1,463,Australia,486613,1051,Winter,27883,Minimalist,2023
Tops,Navy,2023-12-20,12,262,Asia,301038,1149,Winter,35880,Grunge,2023
Accessories,Brown,2023-08-08,8,80,South America,8320,104,Summer,36107,Vintage,2023
Shoes,Orange,2024-11-22,11,92,North America,109848,1194,Fall,11355,Minimalist,2024
Outerwear,Purple,2024-10-16,10,392,North America,243432,621,Fall,8059,Streetwear,2024
Jewelry,Navy,2024-12-19,12,205,South America,50430,246,Winter,27344,Grunge,2024
Jewelry,Pink,2024-08-05,8,362,South America,171226,473,Summer,1444,Athletic,2024
Jewelry,Purple,2023-02-03,2,369,Europe,135054,366,Winter,2298,Grunge,2023
Dresses,Brown,2024-08-04,8,41,North America,71299,1739,Summer,21508,Streetwear,2024
Pants,Navy,2023-11-04,11,186,Europe,171492,922,Fall,22352,Preppy,2023
Jewelry,Black,2023-12-17,12,484,North America,204248,422,Winter,10113,Bohemian,2023
Jewelry,Blue,2023-04-17,4,38,Europe,30476,802,Spring,13178,Athletic,2023
Skirts,Orange,2023-08-24,8,108,Europe,95904,888,Summer,12066,Preppy,2023
Accessories,Beige,2024-11-15,11,96,North America,81600,850,Fall,23367,Bohemian,2024
Jewelry,Navy,2024-06-19,6,227,South America,94205,415,Summer,43284,Bohemian,2024
Dresses,Brown,2024-02-21,2,313,South America,225360,720,Winter,45283,Preppy,2024
Tops,Gray,2023-10-09,10,88,South America,99000,1125,Fall,20332,Minimalist,2023
Pants,Navy,2023-12-08,12,77,South America,85855,1115,Winter,34011,Casual,2023
Pants,Green,2023-08-03,8,275,South America,55000,200,Summer,15257,Streetwear,2023
Pants,Green,2023-04-19,4,200,South America,71200,356,Spring,23001,Streetwear,2023
Accessories,Orange,2024-05-30,5,90,South America,83610,929,Spring,48248,Streetwear,2024
Accessories,Purple,2024-05-13,5,119,South America,74970,630,Spring,32786,Bohemian,2024
Shoes,Purple,2023-07-26,7,329,North America,241486,734,Summer,20075,Punk,2023
Dresses,Red,2023-05-08,5,344,South America,421400,1225,Spring,31436,Streetwear,2023
Shoes,Beige,2024-05-02,5,492,Asia,386712,786,Spring,41063,Vintage,2024
Accessories,Beige,2023-03-11,3,435,Europe,354090,814,Spring,15082,Athletic,2023
Outerwear,Orange,2023-05-07,5,41,Asia,25256,616,Spring,18814,Athletic,2023
Accessories,Yellow,2024-04-16,4,445,Australia,421415,947,Spring,19338,Preppy,2024
Tops,Yellow,2024-07-29,7,52,Asia,55744,1072,Summer,41504,Bohemian,2024
Bags,Brown,2024-12-31,12,295,Europe,290280,984,Winter,8586,Vintage,2024
Jewelry,Red,2024-11-30,11,233,Australia,150984,648,Fall,40541,Bohemian,2024
Dresses,Beige,2023-08-02,8,170,Europe,63240,372,Summer,30844,Punk,2023
Bags,Pink,2024-04-24,4,40,Australia,24880,622,Spring,8857,Streetwear,2024
Pants,Green,2024-02-10,2,196,South America,76244,389,Winter,25806,Punk,2024
Bags,Green,2023-12-03,12,115,Europe,49565,431,Winter,43538,Bohemian,2023
Jewelry,Beige,2024-08-15,8,158,South America,15958,101,Summer,8794,Punk,2024
Pants,Red,2024-10-18,10,452,Australia,533812,1181,Fall,14487,Casual,2024
Outerwear,Black,2023-10-12,10,177,Europe,32214,182,Fall,5181,Minimalist,2023
Skirts,Black,2023-11-14,11,349,North America,158097,453,Fall,6414,Athletic,2023
Outerwear,Orange,2024-04-29,4,398,Europe,359394,903,Spring,21285,Bohemian,2024
Skirts,Green,2023-01-25,1,91,Europe,14105,155,Winter,43796,Grunge,2023
Tops,Yellow,2023-10-26,10,425,North America,440725,1037,Fall,15113,Minimalist,2023
Dresses,Yellow,2024-07-12,7,27,North America,42255,1565,Summer,43386,Streetwear,2024
Pants,Pink,2023-11-05,11,226,Asia,92434,409,Fall,23649,Minimalist,2023
Bags,Black,2024-05-22,5,279,South America,255285,915,Spring,41572,Punk,2024
Jewelry,Gray,2023-01-13,1,242,Asia,50578,209,Winter,43996,Bohemian,2023
Skirts,Green,2023-04-17,4,344,South America,269352,783,Spring,25889,Athletic,2023
Tops,Red,2023-01-09,1,78,Australia,50232,644,Winter,19584,Minimalist,2023
Shoes,Green,2023-02-08,2,234,Australia,202878,867,Winter,23346,Minimalist,2023
Dresses,Black,2024-04-30,4,288,North America,283968,986,Spring,9887,Punk,2024
Tops,Green,2024-03-20,3,87,North America,68469,787,Spring,29535,Bohemian,2024
Tops,Yellow,2024-05-31,5,471,Asia,455928,968,Spring,45636,Streetwear,2024
Outerwear,Green,2023-05-12,5,248,South America,227168,916,Spring,39829,Formal,2023
Pants,Pink,2024-08-28,8,361,Europe,200355,555,Summer,48989,Minimalist,2024
Dresses,Orange,2024-08-08,8,322,North America,314916,978,Summer,36476,Minimalist,2024
Dresses,Brown,2024-02-03,2,286,South America,175890,615,Winter,2084,Punk,2024
Dresses,Green,2023-11-09,11,34,Europe,33694,991,Fall,25070,Streetwear,2023
Bags,White,2024-05-02,5,235,Europe,217140,924,Spring,19759,Bohemian,2024
Tops,White,2024-04-23,4,352,North America,328768,934,Spring,6354,Preppy,2024
Pants,Brown,2024-01-24,1,84,Europe,16212,193,Winter,17596,Streetwear,2024
Skirts,Brown,2023-01-24,1,28,South America,21868,781,Winter,47405,Athletic,2023
Bags,Pink,2023-06-27,6,439,Europe,56192,128,Summer,35692,Preppy,2023
Jewelry,Beige,2023-11-01,11,42,Europe,38640,920,Fall,24104,Punk,2023
Dresses,White,2024-05-18,5,254,South America,100838,397,Spring,8821,Bohemian,2024
Pants,Navy,2024-09-12,9,479,Europe,227525,475,Fall,24280,Formal,2024
Pants,Red,2023-03-08,3,72,Asia,68040,945,Spring,4122,Athletic,2023
Pants,Pink,2024-04-17,4,291,Europe,61983,213,Spring,26434,Preppy,2024
Pants,Green,2024-11-03,11,142,Australia,56232,396,Fall,25817,Preppy,2024
Dresses,Beige,2024-12-23,12,169,North America,76388,452,Winter,16466,Athletic,2024
Outerwear,Beige,2023-07-11,7,489,South America,182397,373,Summer,36259,Punk,2023
Outerwear,Black,2023-12-04,12,404,North America,642764,1591,Winter,16659,Minimalist,2023
Pants,Green,2023-04-16,4,181,Asia,105704,584,Spring,44265,Punk,2023
Skirts,Green,2023-12-23,12,213,North America,160815,755,Winter,34096,Athletic,2023
Shoes,Red,2024-06-14,6,350,South America,190050,543,Summer,45615,Athletic,2024
Outerwear,Orange,2023-04-19,4,122,Australia,93574,767,Spring,31731,Minimalist,2023
Tops,Yellow,2023-02-26,2,362,Asia,53938,149,Winter,32022,Streetwear,2023
Dresses,Pink,2023-10-19,10,71,Australia,54315,765,Fall,8637,Bohemian,2023
Jewelry,Navy,2023-05-30,5,301,Australia,260967,867,Spring,20030,Preppy,2023
Accessories,Purple,2024-03-29,3,326,Australia,214834,659,Spring,21129,Athletic,2024
Pants,White,2023-09-26,9,250,Asia,195250,781,Fall,4708,Minimalist,2023
Dresses,Green,2024-06-15,6,70,Australia,48300,690,Summer,4679,Casual,2024
Bags,Gray,2023-10-05,10,351,North America,91611,261,Fall,16748,Streetwear,2023
Skirts,Purple,2023-03-05,3,94,Australia,54238,577,Spring,46084,Casual,2023
Accessories,Black,2023-04-12,4,467,North America,523507,1121,Spring,27996,Minimalist,2023
Pants,Gray,2023-05-07,5,337,Asia,171870,510,Spring,2703,Formal,2023
Dresses,Pink,2024-06-22,6,497,North America,219674,442,Summer,15477,Casual,2024
Pants,Blue,2023-08-15,8,324,Asia,77112,238,Summer,3714,Grunge,2023
Jewelry,Red,2024-08-15,8,345,South America,286005,829,Summer,22711,Bohemian,2024
Jewelry,Navy,2024-03-27,3,468,South America,168480,360,Spring,1578,Punk,2024
Accessories,White,2023-05-15,5,293,Australia,299739,1023,Spring,43244,Vintage,2023
Pants,Navy,2023-10-03,10,366,Asia,248514,679,Fall,48451,Formal,2023
Outerwear,Yellow,2023-12-18,12,261,Asia,81432,312,Winter,32058,Bohemian,2023
Accessories,Blue,2023-07-20,7,193,Australia,169261,877,Summer,34192,Athletic,2023
Shoes,Red,2023-01-14,1,337,Australia,250391,743,Winter,49700,Vintage,2023
Bags,Navy,2024-12-20,12,427,North America,434259,1017,Winter,6766,Vintage,2024
Pants,Orange,2024-08-03,8,192,Asia,73920,385,Summer,41750,Athletic,2024
Bags,Green,2024-06-09,6,256,Europe,71424,279,Summer,17090,Punk,2024
Bags,Red,2024-10-15,10,362,North America,89776,248,Fall,2090,Athletic,2024
Skirts,Orange,2024-02-05,2,452,Asia,398664,882,Winter,12579,Bohemian,2024
Tops,Blue,2024-09-07,9,49,Australia,16758,342,Fall,34158,Punk,2024
Dresses,Beige,2023-02-13,2,352,South America,115104,327,Winter,9457,Streetwear,2023
Dresses,Gray,2024-02-15,2,268,Australia,279524,1043,Winter,37608,Casual,2024
Bags,Orange,2023-09-05,9,79,North America,76709,971,Fall,44233,Formal,2023
Bags,Blue,2023-08-10,8,444,North America,371184,836,Summer,49843,Vintage,2023
Jewelry,Beige,2023-09-27,9,176,North America,39424,224,Fall,20784,Grunge,2023
Skirts,Green,2024-11-27,11,294,North America,91140,310,Fall,7866,Vintage,2024
Accessories,Purple,2023-03-22,3,322,Asia,37352,116,Spring,5412,Preppy,2023
Shoes,Gray,2023-04-07,4,341,Asia,260524,764,Spring,37934,Preppy,2023
Shoes,Red,2023-02-25,2,189,Europe,54054,286,Winter,24303,Vintage,2023
Bags,Red,2023-10-24,10,283,Australia,316394,1118,Fall,42001,Casual,2023
Outerwear,Green,2024-01-19,1,236,Asia,95580,405,Winter,21753,Preppy,2024
Bags,Orange,2024-11-01,11,240,Asia,163920,683,Fall,20960,Bohemian,2024
Pants,Navy,2024-03-04,3,58,North America,69252,1194,Spring,12602,Bohemian,2024
Outerwear,Blue,2023-04-03,4,89,Australia,76095,855,Spring,8849,Minimalist,2023
Skirts,Purple,2023-09-07,9,419,South America,70392,168,Fall,7567,Vintage,2023
Pants,Blue,2023-11-14,11,319,South America,147697,463,Fall,42007,Preppy,2023
Jewelry,Purple,2023-11-17,11,298,North America,283696,952,Fall,47015,Minimalist,2023
Shoes,Orange,2024-01-16,1,374,Australia,49368,132,Winter,19593,Vintage,2024
Bags,White,2023-08-25,8,63,Europe,42588,676,Summer,5376,Grunge,2023
Dresses,Red,2024-03-01,3,302,North America,116572,386,Spring,24149,Vintage,2024
Skirts,Yellow,2023-07-07,7,190,Australia,87780,462,Summer,38617,Grunge,2023
Bags,Brown,2023-12-10,12,451,North America,393272,872,Winter,35274,Minimalist,2023
Bags,Orange,2023-09-16,9,98,Asia,95158,971,Fall,25611,Streetwear,2023
Outerwear,Brown,2024-03-27,3,227,South America,162305,715,Spring,14642,Bohemian,2024
Dresses,Yellow,2023-11-25,11,326,South America,133334,409,Fall,6902,Athletic,2023
Accessories,Red,2023-07-21,7,486,Europe,609444,1254,Summer,15085,Casual,2023
Bags,Navy,2024-11-14,11,443,South America,315416,712,Fall,35117,Athletic,2024
Tops,Black,2023-03-29,3,28,South America,3388,121,Spring,43750,Vintage,2023
Dresses,Beige,2024-11-28,11,140,Asia,76020,543,Fall,33688,Bohemian,2024
Jewelry,White,2024-03-06,3,139,Australia,147757,1063,Spring,45440,Bohemian,2024
Tops,Beige,2024-07-30,7,215,Asia,197370,918,Summer,12393,Punk,2024
Outerwear,Yellow,2024-02-12,2,327,South America,296262,906,Winter,16510,Bohemian,2024
Jewelry,White,2024-04-11,4,359,South America,334229,931,Spring,13468,Minimalist,2024
Accessories,Gray,2023-04-20,4,464,Australia,155440,335,Spring,31247,Athletic,2023
Shoes,Pink,2023-10-25,10,487,Asia,202592,416,Fall,23724,Casual,2023
Jewelry,Navy,2024-10-22,10,233,Australia,129082,554,Fall,26726,Grunge,2024
Accessories,Gray,2024-07-13,7,394,Australia,328202,833,Summer,13532,Casual,2024
Outerwear,White,2023-09-21,9,450,Australia,195750,435,Fall,34809,Bohemian,2023
Accessories,Purple,2023-09-25,9,151,Europe,20385,135,Fall,34073,Streetwear,2023
Skirts,Blue,2023-04-26,4,488,Europe,221064,453,Spring,47913,Preppy,2023
Dresses,Black,2023-12-22,12,252,Asia,207144,822,Winter,18163,Casual,2023
Outerwear,Orange,2023-08-14,8,463,South America,137048,296,Summer,37771,Preppy,2023
Dresses,Yellow,2023-12-01,12,62,North America,16554,267,Winter,33992,Vintage,2023
Jewelry,Purple,2023-11-20,11,411,Europe,353049,859,Fall,15286,Minimalist,2023
Tops,Orange,2024-01-27,1,90,Europe,98550,1095,Winter,38425,Streetwear,2024
Tops,Red,2024-11-04,11,30,Australia,10170,339,Fall,46911,Minimalist,2024
Bags,Pink,2023-09-28,9,52,Europe,15184,292,Fall,48288,Streetwear,2023
Bags,Pink,2024-09-03,9,425,North America,76500,180,Fall,49497,Athletic,2024
Outerwear,Blue,2023-11-29,11,83,Asia,29714,358,Fall,24039,Streetwear,2023
Shoes,Yellow,2023-07-18,7,232,South America,195808,844,Summer,35762,Athletic,2023
Pants,Red,2024-09-29,9,351,Europe,304317,867,Fall,24844,Formal,2024
Dresses,Yellow,2024-08-15,8,444,Australia,428460,965,Summer,11946,Streetwear,2024
Dresses,Red,2023-03-10,3,485,Australia,428255,883,Spring,43437,Preppy,2023
Bags,Pink,2024-05-09,5,104,Asia,97344,936,Spring,35256,Preppy,2024
Tops,White,2023-07-21,7,277,North America,246807,891,Summer,24162,Formal,2023
Skirts,Pink,2024-03-21,3,389,North America,187109,481,Spring,3089,Formal,2024
Tops,Yellow,2024-05-29,5,296,South America,258112,872,Spring,37749,Casual,2024
Outerwear,Black,2023-11-27,11,195,Europe,226590,1162,Fall,22139,Grunge,2023
Jewelry,Purple,2024-12-24,12,473,Asia,131021,277,Winter,43719,Bohemian,2024
Accessories,Gray,2023-10-08,10,436,Asia,139084,319,Fall,33981,Casual,2023
Accessories,Pink,2024-06-12,6,200,Australia,69000,345,Summer,20902,Streetwear,2024
Skirts,Blue,2023-06-08,6,138,North America,21804,158,Summer,27748,Streetwear,2023
Tops,Pink,2023-05-29,5,368,Europe,294032,799,Spring,13842,Streetwear,2023
Tops,White,2024-02-13,2,56,North America,29064,519,Winter,47811,Grunge,2024
Pants,Green,2023-03-28,3,47,Asia,35861,763,Spring,43329,Casual,2023
Skirts,Purple,2024-10-29,10,442,North America,422552,956,Fall,44115,Grunge,2024
Outerwear,Purple,2023-01-17,1,452,North America,160460,355,Winter,32205,Preppy,2023
Jewelry,White,2023-10-14,10,474,Europe,359766,759,Fall,21233,Minimalist,2023
Pants,Red,2024-12-12,12,452,Europe,428044,947,Winter,9020,Bohemian,2024
Skirts,Green,2023-04-05,4,329,South America,184569,561,Spring,46672,Casual,2023
Skirts,Black,2023-09-01,9,498,South America,226092,454,Fall,46315,Vintage,2023
Accessories,Green,2024-10-03,10,126,Europe,52794,419,Fall,49085,Formal,2024
Shoes,Gray,2023-11-27,11,74,Europe,16132,218,Fall,39489,Minimalist,2023
Skirts,White,2023-09-04,9,323,North America,381786,1182,Fall,11505,Casual,2023
Dresses,Pink,2023-04-26,4,116,Australia,18444,159,Spring,14059,Athletic,2023
Bags,Pink,2023-03-16,3,266,South America,53466,201,Spring,1522,Casual,2023
Tops,Brown,2023-01-08,1,199,South America,145668,732,Winter,40679,Bohemian,2023
Jewelry,Beige,2024-08-13,8,488,Asia,262544,538,Summer,30034,Streetwear,2024
Jewelry,White,2024-09-15,9,54,South America,6804,126,Fall,22430,Formal,2024
Skirts,Beige,2024-12-10,12,471,Asia,371619,789,Winter,45581,Grunge,2024
Dresses,Red,2024-10-25,10,400,Europe,252400,631,Fall,25572,Bohemian,2024
Tops,Black,2024-04-02,4,453,Australia,435786,962,Spring,22838,Streetwear,2024
Accessories,Black,2023-01-26,1,167,Europe,228456,1368,Winter,33586,Casual,2023
Dresses,White,2023-06-12,6,398,South America,881570,2215,Summer,17496,Casual,2023
Pants,Yellow,2023-02-23,2,412,Australia,91464,222,Winter,11952,Athletic,2023
Pants,Yellow,2023-09-01,9,125,South America,19500,156,Fall,21079,Punk,2023
Jewelry,Yellow,2023-03-02,3,355,South America,186375,525,Spring,41354,Streetwear,2023
Shoes,Brown,2023-05-28,5,113,Asia,19210,170,Spring,5066,Preppy,2023
Jewelry,Green,2024-11-29,11,331,Europe,268441,811,Fall,14094,Punk,2024
Outerwear,Brown,2023-06-05,6,21,North America,3507,167,Summer,10215,Punk,2023
Shoes,Navy,2024-07-12,7,199,South America,28059,141,Summer,41774,Formal,2024
Jewelry,Black,2023-03-09,3,383,North America,255844,668,Spring,19514,Athletic,2023
Pants,Blue,2023-08-30,8,99,Australia,45540,460,Summer,46516,Punk,2023
Tops,Green,2024-01-02,1,449,Australia,128414,286,Winter,16690,Vintage,2024
Accessories,Green,2024-03-06,3,177,South America,39117,221,Spring,25511,Minimalist,2024
Tops,Black,2024-11-22,11,212,Asia,185288,874,Fall,9382,Grunge,2024
Tops,Green,2024-01-11,1,70,Australia,40390,577,Winter,29873,Streetwear,2024
Bags,Purple,2024-09-06,9,161,Asia,86940,540,Fall,5515,Formal,2024
Dresses,Red,2024-01-01,1,321,South America,301098,938,Winter,11461,Bohemian,2024
Outerwear,Purple,2023-06-05,6,318,Australia,43248,136,Summer,18594,Formal,2023
Outerwear,Navy,2024-02-22,2,400,Asia,300800,752,Winter,33644,Vintage,2024
Pants,Pink,2023-03-03,3,246,Australia,168756,686,Spring,8567,Grunge,2023
Accessories,Pink,2024-01-08,1,283,North America,298848,1056,Winter,5097,Minimalist,2024
Skirts,Purple,2024-05-11,5,367,Europe,285159,777,Spring,30270,Vintage,2024
Accessories,Gray,2023-02-11,2,318,North America,271572,854,Winter,29454,Formal,2023
Tops,Pink,2024-08-19,8,103,Europe,85902,834,Summer,43691,Punk,2024
Accessories,Pink,2023-08-05,8,224,Europe,106400,475,Summer,14347,Grunge,2023
Skirts,Yellow,2023-02-15,2,333,Europe,49617,149,Winter,13507,Punk,2023
Accessories,Beige,2023-11-13,11,439,South America,337591,769,Fall,47238,Grunge,2023
Skirts,Brown,2023-07-02,7,65,Australia,58435,899,Summer,27899,Casual,2023
Dresses,White,2023-03-21,3,237,North America,41001,173,Spring,18516,Casual,2023
Bags,Gray,2024-11-22,11,61,Asia,71980,1180,Fall,49518,Casual,2024
Jewelry,Orange,2023-03-10,3,95,North America,11115,117,Spring,20945,Grunge,2023
Jewelry,White,2024-09-10,9,178,North America,142222,799,Fall,30401,Punk,2024
Shoes,Brown,2023-07-25,7,404,Asia,190688,472,Summer,14264,Formal,2023
Accessories,Navy,2023-07-21,7,199,South America,66466,334,Summer,39127,Formal,2023
Accessories,Yellow,2023-02-08,2,390,Europe,132990,341,Winter,45894,Streetwear,2023
Outerwear,Green,2023-01-09,1,255,Australia,261120,1024,Winter,17403,Vintage,2023
Accessories,Brown,2024-11-22,11,71,Australia,30672,432,Fall,32670,Streetwear,2024
Dresses,Red,2024-04-22,4,88,Europe,24640,280,Spring,40341,Formal,2024
Accessories,Beige,2023-05-22,5,439,North America,507923,1157,Spring,31259,Minimalist,2023
Tops,Pink,2023-11-01,11,339,Asia,261030,770,Fall,27729,Punk,2023
Accessories,Green,2023-09-24,9,63,North America,19530,310,Fall,49079,Casual,2023
Dresses,Purple,2023-10-28,10,330,Australia,117810,357,Fall,44559,Streetwear,2023
Pants,Black,2023-12-22,12,424,Europe,276448,652,Winter,2555,Minimalist,2023
Outerwear,Red,2024-04-06,4,428,Australia,403604,943,Spring,11060,Streetwear,2024
Dresses,Black,2024-01-26,1,329,North America,45402,138,Winter,33103,Punk,2024
Accessories,Black,2023-12-18,12,396,North America,479952,1212,Winter,20412,Streetwear,2023
Accessories,Green,2023-12-26,12,425,Asia,103700,244,Winter,19836,Preppy,2023
Bags,White,2023-10-25,10,196,Europe,110152,562,Fall,33097,Athletic,2023
Tops,Brown,2024-03-19,3,293,South America,202463,691,Spring,42288,Punk,2024
Skirts,Blue,2023-01-31,1,291,South America,104178,358,Winter,31107,Vintage,2023
Outerwear,Pink,2024-02-09,2,184,Europe,264408,1437,Winter,10310,Bohemian,2024
Accessories,Brown,2024-05-02,5,191,Europe,146688,768,Spring,33884,Minimalist,2024
Pants,Pink,2024-08-31,8,113,Europe,25086,222,Summer,28983,Bohemian,2024
Dresses,Beige,2024-04-26,4,168,Australia,124488,741,Spring,48783,Streetwear,2024
Jewelry,Beige,2023-03-24,3,341,Australia,255068,748,Spring,44371,Punk,2023
Pants,Red,2023-09-12,9,252,Australia,208152,826,Fall,13502,Formal,2023
Dresses,Pink,2024-10-25,10,293,North America,202463,691,Fall,4532,Preppy,2024
Outerwear,Black,2024-04-10,4,282,South America,201912,716,Spring,48868,Formal,2024
Accessories,Blue,2023-09-06,9,350,Asia,343350,981,Fall,19107,Vintage,2023
Outerwear,Yellow,2023-04-17,4,473,Europe,332519,703,Spring,18120,Casual,2023
Bags,Blue,2023-11-19,11,25,North America,12925,517,Fall,23686,Bohemian,2023
Tops,Red,2023-09-08,9,291,Australia,244731,841,Fall,26038,Grunge,2023
Jewelry,Beige,2023-04-15,4,94,Asia,83002,883,Spring,40442,Formal,2023
Outerwear,Yellow,2023-01-29,1,87,South America,40368,464,Winter,36165,Minimalist,2023
Pants,Yellow,2024-10-15,10,165,Asia,53295,323,Fall,40024,Grunge,2024
Shoes,Green,2023-11-25,11,476,North America,463148,973,Fall,27256,Formal,2023
Skirts,Red,2023-07-02,7,149,Europe,62878,422,Summer,9448,Preppy,2023
Tops,Blue,2024-10-01,10,59,South America,6549,111,Fall,15965,Athletic,2024
Tops,Orange,2024-05-24,5,497,South America,501970,1010,Spring,22924,Casual,2024
Pants,Purple,2024-02-19,2,228,Asia,92796,407,Winter,44042,Bohemian,2024
Tops,White,2023-03-08,3,79,Australia,92904,1176,Spring,3625,Streetwear,2023
Shoes,Red,2024-07-10,7,404,South America,374912,928,Summer,23370,Bohemian,2024
Outerwear,Green,2023-10-03,10,372,Asia,181164,487,Fall,4763,Preppy,2023
Jewelry,Navy,2024-12-18,12,55,Australia,23320,424,Winter,6338,Grunge,2024
Outerwear,Beige,2023-12-05,12,317,Asia,400688,1264,Winter,9594,Bohemian,2023
Tops,Red,2024-11-10,11,101,Europe,49995,495,Fall,40104,Grunge,2024
Tops,Black,2024-05-20,5,46,Europe,31464,684,Spring,48191,Formal,2024
Skirts,Beige,2024-04-21,4,33,Australia,31251,947,Spring,35338,Grunge,2024
Pants,Green,2024-04-05,4,224,North America,214368,957,Spring,28342,Athletic,2024
Accessories,Navy,2024-05-15,5,444,Europe,438672,988,Spring,30990,Vintage,2024
Accessories,Yellow,2023-11-13,11,260,Australia,330460,1271,Fall,25507,Casual,2023
Dresses,Orange,2024-05-02,5,331,South America,154908,468,Spring,22073,Bohemian,2024
Bags,Pink,2024-01-14,1,306,North America,90576,296,Winter,32434,Preppy,2024
Accessories,Black,2024-01-11,1,176,Australia,86592,492,Winter,36333,Punk,2024
Jewelry,Pink,2024-09-20,9,350,Australia,102550,293,Fall,16397,Vintage,2024
Accessories,Green,2024-10-20,10,471,Australia,297672,632,Fall,15081,Punk,2024
Dresses,Yellow,2023-09-22,9,338,South America,118638,351,Fall,13437,Vintage,2023
Jewelry,Red,2024-10-23,10,34,North America,32198,947,Fall,34317,Preppy,2024
